ID,DATASET,curated_smiles,tSNE1,tSNE2
UNPD_subset_A_4916,UNPD-A,CC1=CCC([C@]2(C)CCCC2(C)C)=CC1,4.2072186,20.300125
UNPD_subset_A_4917,UNPD-A,COC1=C(OC)c2c3ccc(OC)cc3c(O)c3nccc(c23)C1=O,3.2078042,38.599358
UNPD_subset_A_4918,UNPD-A,COc1cc(C=CC=O)cc(O)c1O,49.65652,-22.55144
UNPD_subset_A_4919,UNPD-A,O=C(C=Cc1ccc(O)cc1)NCCc1ccc(O)cc1,44.712746,-30.539858
UNPD_subset_A_4920,UNPD-A,COc1ccc(CCC(=O)c2c(O)cc(OC)cc2O)cc1,45.27924,-48.08493
UNPD_subset_A_4921,UNPD-A,COC(=O)CCCCCCCC=O,14.270908,-65.53692
UNPD_subset_A_4922,UNPD-A,COC(=O)CCCC#CC#CCCCCCC/C=C\C=C\Br,-3.9035604,-76.06464
UNPD_subset_A_4923,UNPD-A,C[C@H](O)[C@H](O)/C=C/C=C\CC=CCC(=O)NCC(C)(C)O,19.730272,-33.637615
UNPD_subset_A_4924,UNPD-A,COC(=Cc1[nH]c(=N)[nH]c1O)CNC(=O)c1cc(Br)c[nH]1,15.038606,-28.463993
UNPD_subset_A_4925,UNPD-A,COc1ccc2c(OC)c(C[C@H](O)C(C)(C)O)c(=O)n(C)c2c1,23.838478,24.25681
UNPD_subset_A_4926,UNPD-A,CC/C=C\C[C@@H](O)/C=C/C=C\CCCCCCC(=O)O,0.627422,-59.087063
UNPD_subset_A_4927,UNPD-A,CSC(=O)c1cccc(C(=O)SC)n1,-0.010489558,15.422055
UNPD_subset_A_4928,UNPD-A,COc1cccc2c(-c3c(O)cc(OC)c4c(C)nc(C)cc34)c(C)cc(OC)c12,8.040905,34.27496
UNPD_subset_A_4929,UNPD-A,Cc1ccc([C@H](C)CC=CC(C)C)c(O)c1,9.62139,21.156445
UNPD_subset_A_4930,UNPD-A,CC(NOCc1ccccc1)C(=O)O,8.667344,-1.4324459
UNPD_subset_A_4931,UNPD-A,COCc1cc(Br)c(O)c(Br)c1,15.49088,-11.682042
UNPD_subset_A_4932,UNPD-A,CCCCCCC[C@H](C)CCCCCCCCCC(=O)NC(CO)CO,-15.998199,-51.508793
UNPD_subset_A_4933,UNPD-A,CC(C)(O)CNC(=O)c1ccccc1,20.363441,-34.24308
UNPD_subset_A_4934,UNPD-A,OCC/C=C/C=C/C#Cc1cccs1,-37.114113,-67.02124
UNPD_subset_A_4935,UNPD-A,O=C(C[C@@H](O)c1ccc(O)cc1)c1ccc(O)cc1O,33.258926,-5.427026
UNPD_subset_A_4936,UNPD-A,COc1cccc2c1[nH]c1cc(O)c(C)cc12,16.231848,17.024765
UNPD_subset_A_4937,UNPD-A,COc1c(O)cc2c3c(cc4ccccc4c13)N(C)C2=O,8.871492,63.24931
UNPD_subset_A_4938,UNPD-A,COc1cc(OC)c(C(=O)c2ccc(OC)c(OC)c2)c(OC)c1,39.9791,12.831538
UNPD_subset_A_4939,UNPD-A,NCCCNCCCNCCCNCCCCNC(=O)c1ccc(O)cc1,14.829339,-43.803627
UNPD_subset_A_4940,UNPD-A,COc1cc(C)c(O)cc1C(C)C,13.552135,27.480762
UNPD_subset_A_4941,UNPD-A,O=C(O)Cc1c[nH]c2cccc(Cl)c12,19.994337,-30.00939
UNPD_subset_A_4942,UNPD-A,CNC(C(=O)O)C(C)C(C)C,-27.072084,-46.057575
UNPD_subset_A_4943,UNPD-A,CC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(=O)NC(C=O)Cc1ccccc1,21.493605,-41.1689
UNPD_subset_A_4944,UNPD-A,CCCCC/C=C\C/C=C\CCCC/C=C\CCCC(=O)O,-0.8651619,-57.91822
UNPD_subset_A_4945,UNPD-A,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(O)c1C(=O)O,37.164505,20.715515
UNPD_subset_A_4946,UNPD-A,COc1cc(OC)c2c(ccc3cc(O)ccc32)c1,17.382088,52.218105
UNPD_subset_A_4947,UNPD-A,CC1C(=O)C(=O)C(C)C1C,-8.575255,5.554672
UNPD_subset_A_4948,UNPD-A,COc1ccc(CCC(=O)c2c(O)cc(OC)cc2OC)cc1,45.466343,-48.121025
UNPD_subset_A_4949,UNPD-A,COc1cc(C(=O)C(C)O)cc(OC)c1O,31.255192,0.82623047
UNPD_subset_A_4950,UNPD-A,CCCCCCCCCCC(=O)C=CCCCOC[C@@H](O)CO,1.6428493,-65.71939
UNPD_subset_A_4951,UNPD-A,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@H](CO)[C@H](O)[C@H](O)[C@H](O)CCCCCCCCCCCCC,-14.913589,-58.006725
UNPD_subset_A_4952,UNPD-A,CCCCCCCCC#CC#CCOC(=O)COC,-8.264354,-74.69058
UNPD_subset_A_4953,UNPD-A,COc1cc(C[C@@H](C)[C@@H](C)Cc2cc(O)c(OC)c(OC)c2)cc(O)c1OC,68.03308,-39.022484
UNPD_subset_A_4954,UNPD-A,Oc1ccc2[nH]cc(-c3cnc(-c4c[nH]c5ccc(O)cc45)cn3)c2c1,22.662838,-23.999245
UNPD_subset_A_4955,UNPD-A,CCOC(=O)c1cccc(C(=O)OCC)n1,-0.8947777,15.466773
UNPD_subset_A_4956,UNPD-A,NC(CS[C@@H](/C=C/C=C/C=C\C/C=C\CCC(=O)O)[C@H](O)CCCC(=O)O)C(=O)O,1.8775955,-55.938496
UNPD_subset_A_4957,UNPD-A,CCCCC[C@H](O)CCCCCCC[C@H](O)CC(=O)OC,9.578614,-61.62249
UNPD_subset_A_4958,UNPD-A,NC(=O)NCCCC(N)C(=O)O,4.5844436,-38.4659
UNPD_subset_A_4959,UNPD-A,COc1cc(O)cc(C)c1O,29.11208,24.332037
UNPD_subset_A_4960,UNPD-A,CCCC[C@H](CC)COC(=O)c1ccccc1C(=O)O[C@H](CC)CCCC,-14.430769,-46.545864
UNPD_subset_A_4961,UNPD-A,CCCCCCCC/C=C\[C@H](O)CC[C@@H](O)CCCC(=O)O,3.0860817,-57.519485
UNPD_subset_A_4962,UNPD-A,O=C(C[C@@H](O)c1ccc(O)c(O)c1)c1ccc(O)cc1O,33.253483,-5.428627
UNPD_subset_A_4963,UNPD-A,NC(NCC(CC(=O)O)C(=O)O)C(=O)O,-15.706124,-24.840364
UNPD_subset_A_4964,UNPD-A,CC[C@H]1c2c(OC)cc(OC)c(OC)c2[C@@H](c2cc(OC)c(OC)cc2OC)[C@@H]1C,-1.9527615,2.1494677
UNPD_subset_A_4965,UNPD-A,O=C(O)C(=Cc1ccc(O)c(O)c1)Oc1cc(-c2c(C(=O)O)c(C(O)O)cc3cc(O)c(O)cc23)ccc1O,38.228416,15.572366
UNPD_subset_A_4966,UNPD-A,CC/C=C\C/C=C\CCC/C=C/CCO,-1.151877,-59.84793
UNPD_subset_A_4967,UNPD-A,C=Nc1nc(Cc2c[nH]c3cc(Br)ccc23)c(O)n1C,26.183239,-24.040462
UNPD_subset_A_4968,UNPD-A,CCCCC(=O)CCC(=O)C(O)C(O)CCCCCC(=O)O,13.852763,-56.60398
UNPD_subset_A_4969,UNPD-A,COCC(=O)C(O)C(O)C(N)CO,-8.361092,0.46423426
UNPD_subset_A_4970,UNPD-A,CCCCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,8.3109455,-72.213326
UNPD_subset_A_4971,UNPD-A,CC[C@@](C)(N)C(=O)OC,-7.301144,2.1070473
UNPD_subset_A_4972,UNPD-A,CC#Cc1ccc(C#Cc2cc(O)cs2)s1,-33.143898,-68.29529
UNPD_subset_A_4973,UNPD-A,CCc1cc(O)c(C)c(OC)c1CC(C)C(=O)C[C@@H](O)CC,14.21071,24.864471
UNPD_subset_A_4974,UNPD-A,Cn1cnc(=N)c2[nH]cnc21,-54.885975,36.37285
UNPD_subset_A_4975,UNPD-A,COc1cccc(COC(=O)c2c(OC)cccc2OC)c1,27.628973,-4.9899225
UNPD_subset_A_4976,UNPD-A,CNC(C=O)C(O)O,0.6476248,-10.841709
UNPD_subset_A_4977,UNPD-A,COc1cc(=O)n(C)c2ccc(O)cc12,0.6188535,5.4185557
UNPD_subset_A_4978,UNPD-A,COC(=O)c1[nH]cc(-c2c[nH]c3ccc(C)cc23)c1-c1c[nH]c2ccc(O)cc12,22.526003,-23.651676
UNPD_subset_A_4979,UNPD-A,COc1cc([C@H](OC)[C@H](C)O)cc(OC)c1O,27.858429,18.585161
UNPD_subset_A_4980,UNPD-A,CSC[S@+]([O-])C[C@H](CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-4.1845417,-11.946126
UNPD_subset_A_4981,UNPD-A,COc1c(Br)cc2c(O)c(C3=Nc4cc(Br)ccc4C3=O)[nH]c2c1Br,14.151786,-16.109114
UNPD_subset_A_4982,UNPD-A,Cc1ccc(O)c(O)c1C(O)C(C)O,-23.841448,20.051208
UNPD_subset_A_4983,UNPD-A,CCC=CCC(=O)C(C)C(C)C(=O)CCCCCCCCC(=O)O,0.74157345,-46.33259
UNPD_subset_A_4984,UNPD-A,COc1cc(OC)c2c(O)c3c(O)cc(C)cc3c(-c3c4cc(C)cc(O)c4c(O)c4c(OC)cc(OC)cc34)c2c1,17.616678,33.17006
UNPD_subset_A_4985,UNPD-A,CCCCCCCC/C=C\CCCCCCCC(N)=O,8.006285,-43.637104
UNPD_subset_A_4986,UNPD-A,Cc1ccc(O)c(C)c1O,-7.7077913,26.193327
UNPD_subset_A_4987,UNPD-A,O=C(O)CCCCCCCCCCCc1ccccc1,38.616936,-42.991863
UNPD_subset_A_4988,UNPD-A,COC(=O)C(O)CO,-3.303555,-20.936707
UNPD_subset_A_4989,UNPD-A,Cc1c(O)c(-c2ccc(OC(=O)Cc3ccccc3)cc2)c(O)c(O)c1-c1ccc(OC(=O)Cc2ccccc2)cc1,28.22115,-7.930876
UNPD_subset_A_4990,UNPD-A,COC(=O)C=CC[C@H](O)C[C@H](C)O,-5.782831,-34.94534
UNPD_subset_A_4991,UNPD-A,CCCCCCCCC=CCCCCCCCCCC(=O)OC,11.01507,-70.60963
UNPD_subset_A_4992,UNPD-A,CCCCCCC/C=C/CC/C=C/[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCCCC,-14.131259,-84.45519
UNPD_subset_A_4993,UNPD-A,CCCCC[C@H](O)CCCCCCCCCC(=O)OC,11.20629,-63.784527
UNPD_subset_A_4994,UNPD-A,CCCC/C=C\CCCCCC/C=C\CCCC(=O)O,0.42498085,-57.019558
UNPD_subset_A_4995,UNPD-A,Oc1ccc(C[C@@H](O)[C@@H](O)Cc2ccc(O)cc2)cc1,3.5879421,5.0817943
UNPD_subset_A_4996,UNPD-A,CC(C)C[C@H](N=C(O)[C@H](CCCNC(=N)N)N=C(O)CN=C(O)[C@H](CC(=O)O)N=C(O)[C@H](C)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@H](CC(C)C)C(N)=O,18.668894,-41.25767
UNPD_subset_A_4997,UNPD-A,CC(C)CCCOC(=O)CCc1ccc(O)cc1,22.805193,-70.03901
UNPD_subset_A_4998,UNPD-A,CC(C)CC(NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CCCN=C(N)N)C(=O)O,12.387747,-36.827206
UNPD_subset_A_4999,UNPD-A,COCc1cc(O)c(O)c(Br)c1Br,-26.823677,29.720913
UNPD_subset_A_5000,UNPD-A,CC/C=C/C/C=C/C/C=C/CCC#CO/C=C/CCC(=O)O,-7.2423725,-59.57903
UNPD_subset_A_5001,UNPD-A,C=C(C)[C@H](O)C[C@H](OC(=O)C(C)=CC)C(=C)[C@H]1C[C@H](Cl)[C@@](C)(O)[C@@H](OC(C)=O)[C@H]1OC(=O)C(C)=CC,-13.32563,-6.7007685
UNPD_subset_A_5002,UNPD-A,C#CC#CC#C,-25.676718,-63.326214
UNPD_subset_A_5003,UNPD-A,N#Cc1ccccn1,6.854492,-19.647886
UNPD_subset_A_5004,UNPD-A,P,-10.43288,2.6080308
UNPD_subset_A_5005,UNPD-A,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-0.55974615,31.823946
UNPD_subset_A_5006,UNPD-A,c1cc2nccc3c2c(c1)c1nccc2c4ccccc4n3c21,-14.390223,52.176453
UNPD_subset_A_5007,UNPD-A,O=C(O)C[C@H]1CCC(=O)C1CCCCCO,-8.241728,-35.693832
UNPD_subset_A_5008,UNPD-A,CC1=CC[C@@H]2C(C)(C)CCC[C@]2(C)[C@@]12Cc1cc(O)ccc1O2,-0.45010844,6.5217934
UNPD_subset_A_5009,UNPD-A,CC(=O)CC[C@H]1[C@@H]2C=C(C(C)C)CC[C@@]21C,16.789967,-49.712116
UNPD_subset_A_5010,UNPD-A,C=C(C)C(=O)Cc1c(OC)c(O)cc2oc3cc(OC)c(CC=C(C)C)c(O)c3c(=O)c12,55.955006,26.45298
UNPD_subset_A_5011,UNPD-A,CC(=O)O[C@@H]1[C@@H](O)[C@H](Oc2c(O)c(C)c3c4c2[C@@H](C)CC[C@@H]4[C@@H](C)C[C@@H]3C=C(C)C)OC[C@H]1O,-28.39495,45.52558
UNPD_subset_A_5012,UNPD-A,O=S(=O)(O)[C@@H]1N[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-41.23515,-51.310604
UNPD_subset_A_5013,UNPD-A,CC=C(C)C(=O)O[C@H]1[C@@H]2[C@@]3(C)CC[C@H](O[C@H]4C[C@@H](OC)[C@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]5O)[C@@H](C)O4)C[C@@H]3CC[C@]23O[C@@]32CCC(C(C)=O)[C@@]2(C)[C@@H]1O,-30.233608,-7.3544817
UNPD_subset_A_5014,UNPD-A,C/C(=C\COc1ccc2ccc(=O)oc2c1)CC[C@@H]1C(C)(C)[C@@H](O)CC[C@]1(C)O,57.840565,-6.1920094
UNPD_subset_A_5015,UNPD-A,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C[C@@H](OC(C)=O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,-36.623726,-40.890587
UNPD_subset_A_5016,UNPD-A,CC1(C)CCC[C@]2(C)c3c(O)c4c(c(O)c3C(=O)CC12)CC(=O)CO4,-18.828632,9.08819
UNPD_subset_A_5017,UNPD-A,C/C=C(\C)c1c(Cl)c(O)c(CCCC)c2c1Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,-14.241473,44.05904
UNPD_subset_A_5018,UNPD-A,COc1c2ccoc2c(OC[C@H](O)C(C)C)c2oc(=O)ccc12,71.22826,-7.657417
UNPD_subset_A_5019,UNPD-A,C=C[C@@](C)(CC/C=C(\C)CCC=C(C)C)c1cc(O)c(O)c(-c2cc([C@](C)(C=C)CC/C=C(\C)CCC=C(C)C)cc(O)c2O)c1,22.921623,-46.90223
UNPD_subset_A_5020,UNPD-A,CC(=O)OC1C(=O)[C@]2(C)[C@H]3CC(C)(C)[C@H]3[C@@H]3O[C@H]1[C@@H](C)[C@@]32O,-12.611944,6.231361
UNPD_subset_A_5021,UNPD-A,O=C(O)CCCCCCCC[C@@H](O)CC(=O)O,5.9483714,-57.20008
UNPD_subset_A_5022,UNPD-A,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@@]1(C)c3cocc3CC[C@@H]21,-45.568066,-11.215776
UNPD_subset_A_5023,UNPD-A,CC(=O)Oc1c(Cl)c(C)c2c(c1OC(C)=O)C[C@]1(O2)[C@@H](C)CC[C@@H]2[C@@]3(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]3CC[C@]21C,26.283901,31.856405
UNPD_subset_A_5024,UNPD-A,CCCc1c(O)c(O)c2c(c1O)C(=O)C(=O)C1[C@@](C)(COC=O)CCC[C@]21C,-9.439214,32.24971
UNPD_subset_A_5025,UNPD-A,C/C1=C\[C@@H]2OC(=O)C(C)[C@@H]2C[C@@H]2O[C@@]2(C)[C@@H](O)C[C@@H]1O,7.2756233,-11.628017
UNPD_subset_A_5026,UNPD-A,COC[C@@]1(CCC(C)=C(C)C)Nc2ccc(C(=O)O)cc2C[C@H]1O,27.550491,3.9979107
UNPD_subset_A_5027,UNPD-A,CC1CC(=O)C2[C@](C)(CC[C@@]2(O)C(C)C)CC1=O,-0.10425831,-9.228306
UNPD_subset_A_5028,UNPD-A,[H]/N=C1\N(C)C(=O)/C(=N\c2nc(Cc3ccc4c(c3)OCO4)c(Cc3ccc4c(c3)OCO4)n2C)N1C,9.1287,-10.601311
UNPD_subset_A_5029,UNPD-A,COc1cc2c(c(O)c1OC)-c1c(cc3c(c1OC)OCO3)[C@@H](OC(=O)/C=C/c1ccccc1)[C@H](C)[C@H](C)C2,-6.3779583,78.12368
UNPD_subset_A_5030,UNPD-A,COc1ccc2c3occc(=O)c3n(C)c2c1,23.25989,28.20054
UNPD_subset_A_5031,UNPD-A,CC1(C)CC[C@]2(C)CC[C@@H]3[C@]4(C)CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,-61.63989,-3.2478635
UNPD_subset_A_5032,UNPD-A,O=c1c2ccc(O)c(O)c2oc2cccc(O)c12,52.91459,40.64404
UNPD_subset_A_5033,UNPD-A,CO[C@H]1C[C@@H](O[C@H]2[C@H](C)O[C@H](O[C@@H]3[C@@H](O)C[C@@H](O[C@H]4[C@H](O)C[C@@H](O[C@H]5CC[C@@]6(C)C(=CC[C@@]7(O)[C@@H]6C[C@@H](OC(C)=O)[C@@]6(C)C(C(C)=O)CC[C@]76O)C5)O[C@@H]4C)O[C@@H]3C)C[C@@H]2O)O[C@H](C)[C@@H]1O,-55.88029,54.3157
UNPD_subset_A_5034,UNPD-A,COC(=O)C(C)C[C@@H](C)/C=C(\C)[C@@H]1CC[C@@](C)(O)[C@@H](C)O1,-17.523687,-7.3034205
UNPD_subset_A_5035,UNPD-A,C=C(C)[C@@H]1COc2c(C)c(OC)c3c(c2[C@@H]1OC(C)=O)[C@H](OC(C)=O)OC3=O,-14.979562,-2.6522632
UNPD_subset_A_5036,UNPD-A,C=C1C[C@@H](OC(=O)C(C)C)[C@@H](OC(C)=O)[C@@]2(C)[C@H](OC(C)=O)CC/C(C)=C\[C@H]3OC(=O)C(C)[C@]3(O)[C@H](OC(C)=O)[C@H]12,-20.243183,-10.892678
UNPD_subset_A_5037,UNPD-A,CC(=O)O[C@H]1[C@@H]2C(C)C(=O)O[C@H]2[C@@H](OC(C)=O)C(C)=C2C=C[C@@](C)(O)[C@@H]21,6.1195893,-12.0668125
UNPD_subset_A_5038,UNPD-A,COC1C(=O)C(C(C)=O)C(=O)[C@@]2(O[C@H]3C[C@@H](O[C@H]4C[C@@H](O)[C@@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C(=O)c3c(cc4cccc(O)c4c3O)C[C@H]12,15.140421,35.243347
UNPD_subset_A_5039,UNPD-A,C/C1=C\CC[C@]2(C)O[C@@H]2[C@H](O)[C@H](C(C)C)[C@@H](OC(=O)c2ccc(O)cc2)C1,24.407951,-10.014134
UNPD_subset_A_5040,UNPD-A,CC/C=C\CC1=C(CCCCCCCC(=O)OC[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)OC(=O)CCCCCCC=C2CCC(=O)C2C/C=C\CC)CCC1=O,20.348803,-77.1886
UNPD_subset_A_5041,UNPD-A,COC(=O)c1c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c1C(=O)OC,13.716722,15.465576
UNPD_subset_A_5042,UNPD-A,Cc1c2c(c(C)c3c1[nH]c1ccccc13)CN(C)CC2,15.530208,12.234756
UNPD_subset_A_5043,UNPD-A,CC[C@@]1(O)C=C(O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(cc3c(O)c4cccc(OC)c4c(O)c3c2O)C1,9.803492,32.20785
UNPD_subset_A_5044,UNPD-A,CCC(C)C(N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)O,-22.795448,-57.1817
UNPD_subset_A_5045,UNPD-A,COc1c(C)c(O)c2ccc(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(N=NC(C)=O)c2c1O,21.722021,-1.7210308
UNPD_subset_A_5046,UNPD-A,O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(cc21)OCO3,-16.967749,33.136246
UNPD_subset_A_5047,UNPD-A,O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)ccc12,48.828747,15.183492
UNPD_subset_A_5048,UNPD-A,C[C@@]1(CO)CCC[C@]2(C)[C@@H]1CC[C@]13CC(C=O)[C@H](CC[C@H]12)C3,-54.788994,-6.8208165
UNPD_subset_A_5049,UNPD-A,CCOC(=O)Cc1c[nH]cn1,24.262983,-39.052372
UNPD_subset_A_5050,UNPD-A,CC(C)=CCC[C@@](C)(O)CCC[C@@](C)(O)CCC[C@@](C)(O)CCC[C@@](C)(O)CCC[C@@](C)(O)CCC[C@@](C)(O)CCC[C@@](C)(O)CCC/C(C)=C/CC[C@@](C)(O)[C@H](O)CO,26.944904,-46.70138
UNPD_subset_A_5051,UNPD-A,CC(=O)O[C@@H]1/C(C(C)C)=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)[C@H]1O,-37.292294,43.839733
UNPD_subset_A_5052,UNPD-A,C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)C(C)C)CC(C)=C1C[C@@H]3O[C@]3(C)[C@@H]12,-46.772186,2.7021677
UNPD_subset_A_5053,UNPD-A,CCCCC=O,-4.722499,-65.30031
UNPD_subset_A_5054,UNPD-A,C[C@@H]1C[C@]23C[C@](C)(CCC[C@@H]2[C@@]1(CO)CC/C(=C/CO)CO)OC3=O,-35.95808,-4.304245
UNPD_subset_A_5055,UNPD-A,CC=C(C)C(=O)Oc1ccc(C)cc1C(C)C,9.778418,23.536158
UNPD_subset_A_5056,UNPD-A,O=C(O[C@H]1C[C@@](O)(C(=O)O)C[C@H](O)[C@@H]1O)C1[C@H](c2ccc(O)cc2)Oc2cc(O)cc3c2[C@@H]1[C@H](O)[C@H](c1ccc(O)c(O)c1)O3,38.114075,64.54636
UNPD_subset_A_5057,UNPD-A,CCCCCCCCCCCCCCCCCCCCCCCCC[C@H](C)CC,-16.009886,-49.674786
UNPD_subset_A_5058,UNPD-A,Cn1c(=O)[nH]c2c([nH]c(=O)n2C)c1=O,-50.077065,34.722424
UNPD_subset_A_5059,UNPD-A,O=C1c2c(O)cc(O)cc2O[C@@]2(c3ccc4c(c3)O[C@@]3(O)C(=O)c5c(O)cc(O)cc5O[C@@]3(c3ccc(O)c(O)c3)O4)Oc3ccc(-c4oc5cc(O)cc(O)c5c(=O)c4O)cc3O[C@@]12O,66.76211,28.362293
UNPD_subset_A_5060,UNPD-A,COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](OC(C)=O)[C@H](O)[C@@](C)(COC(C)=O)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,-77.304794,11.230315
UNPD_subset_A_5061,UNPD-A,O=c1cc(-c2ccc(O)cc2)oc2c(Cc3ccc(O)cc3)c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,86.08349,22.223387
UNPD_subset_A_5062,UNPD-A,C[C@@]12C[C@@H](O)C[C@@H]1[C@@H]1CC[C@H]3CC(=O)CC[C@@H]3[C@H]1[C@H](O)C2,-55.74847,-27.720797
UNPD_subset_A_5063,UNPD-A,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CCc1coc(O)c1,-26.854864,-49.75687
UNPD_subset_A_5064,UNPD-A,CCC1C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,4.801376,14.252681
UNPD_subset_A_5065,UNPD-A,CC1=CC(=O)C[C@H]2[C@@]13CCC(C(=O)OC3)[C@]2(C)CCc1ccoc1O,-21.916246,19.300215
UNPD_subset_A_5066,UNPD-A,N=C(N)NCCCC(NC(=O)C(=O)c1c[nH]c2ccccc12)C(=O)O,18.45031,-38.582256
UNPD_subset_A_5067,UNPD-A,O=C1C=CC(=O)[C@]23O[C@]12C(=O)C(Cl)=CC31Oc2cccc3cccc(c23)O1,-6.202195,34.398777
UNPD_subset_A_5068,UNPD-A,CCOC(=O)CC[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)C1CC3=O,28.686472,-68.94884
UNPD_subset_A_5069,UNPD-A,COc1ccc(-c2oc3cc(OC)c(O)cc3c2C)cc1O,23.019964,23.546919
UNPD_subset_A_5070,UNPD-A,CCCCCCC/C=C\CC/C=C\CCCCCCCCCCC(=O)O,-0.27654243,-56.553806
UNPD_subset_A_5071,UNPD-A,C[C@@H]1C=C[C@@H]2C[C@H](CO)CC[C@H]2C1C(=O)O,-24.283192,2.3848183
UNPD_subset_A_5072,UNPD-A,COc1ccc2c(c1O)-c1c(cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c1OC)CC2,1.7605168,41.832256
UNPD_subset_A_5073,UNPD-A,CC(=O)OC1C(=O)C2C(C)(C)[C@@H](OC(C)=O)CC[C@@]2(C)[C@@H]2[C@@H](O)C[C@@H]3C[C@]12C(=O)C3CC[C@@]1(O)C(=O)[C@]23C[C@H]1C[C@H](O)[C@H]2[C@]1(C)CC[C@H](OC(C)=O)C(C)(C)[C@H]1[C@@H](OC(C)=O)[C@@H]3O,-17.16993,1.9952314
UNPD_subset_A_5074,UNPD-A,CC(C)C1=C[C@]2(CC1=O)C(=O)CC[C@H]1C(C)(C)CCC[C@@]12C,-9.500898,-3.1751537
UNPD_subset_A_5075,UNPD-A,CC1=CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5[C@H](O)C[C@]43C)[C@H]2[C@@H]1C,-61.55015,-12.806868
UNPD_subset_A_5076,UNPD-A,CCOC1=c2c(C)c(O)oc2=CC2=CCC[C@H](C)[C@]21C,-16.958694,-8.0171
UNPD_subset_A_5077,UNPD-A,CC(C)(O)[C@H]1CC[C@H]([C@H]2C[C@H](O)[C@@]3(C)C4C(=O)C[C@@H]5C(C)(C)[C@H](O)CC[C@]5(C)C4C(=O)C[C@]23C)[C@@H]1O,0.9785085,-3.3281927
UNPD_subset_A_5078,UNPD-A,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](O[C@H]2OC[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-8.268665,-30.272066
UNPD_subset_A_5079,UNPD-A,CC(=O)Oc1ccc(O)cc1,23.598574,16.584383
UNPD_subset_A_5080,UNPD-A,CC1=C[C@@H]2O[C@]3(CO)C[C@H](O)C[C@]3(C)[C@@]2(C)CC1,-3.6850624,3.8322425
UNPD_subset_A_5081,UNPD-A,CCC(C)C(=O)O,-0.45826465,-23.705923
UNPD_subset_A_5082,UNPD-A,C=C(CCc1ccccc1)c1ccccc1,49.404205,-44.405712
