ID,DATASET,curated_smiles,component1,component2
UNPD_subset_A_7726,UNPD-A,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OS(=O)(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,48.05480194091797,55.46167755126953
UNPD_subset_A_7714,UNPD-A,C[C@H]1[C@@H](O)[C@@]2(O)C(=O)O[C@@H]3[C@@H]4[C@@H](CC4(C)C)[C@@]2(C)[C@@]31O,-8.71079158782959,-0.13813981413841248
UNPD_subset_A_7727,UNPD-A,CC(=O)O[C@H]1CC[C@]23C[C@]24CC[C@]2(C)C(C(C)=O)CC[C@@]2(C)[C@@H]4CC=C3C1(C)C,-39.38333511352539,4.456397533416748
UNPD_subset_A_7729,UNPD-A,Cc1cc(O)c2c(O)cc3cc4ccc(O)c4c(O)c3c2o1,6.888186931610107,-35.7618293762207
UNPD_subset_A_7730,UNPD-A,C[C@@]12C(=O)CC[C@H]1[C@@H]1[C@H](O)CC3=CC(=O)C=C[C@]3(C)[C@H]1C[C@H]2O,0.30424806475639343,-5.144747734069824
UNPD_subset_A_7731,UNPD-A,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O)CO[C@@H]2O)OC[C@H]1O,24.441614151000977,26.271177291870117
UNPD_subset_A_7732,UNPD-A,COc1ccc(C(C)=O)c(O)c1,14.590577125549316,-26.474651336669922
UNPD_subset_A_7733,UNPD-A,COc1cc(O)c2c(=O)c(O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)c(-c3ccc(OC)c(OC)c3)oc2c1,57.84450912475586,-33.1529541015625
UNPD_subset_A_7734,UNPD-A,COC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@H]4C[C@@]3(CC[C@@H]21)CC4C(=O)O,-73.4450454711914,16.547948837280273
UNPD_subset_A_7735,UNPD-A,C[C@@H]1C/C=C/CCCCC(=O)Cc2cc(O)cc(O)c2C(=O)C1,-35.277225494384766,-4.584982872009277
UNPD_subset_A_7736,UNPD-A,Cc1cc2c(O)c3cc(=O)cc(O)c3c(O)c2co1,28.142934799194336,-13.493667602539062
UNPD_subset_A_7737,UNPD-A,CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,-31.01742172241211,-60.81407928466797
UNPD_subset_A_7738,UNPD-A,CC(=O)O[C@H]1O[C@@H]([C@@H]2OC2(C)C)C[C@H]1[C@@H]1CC=C2[C@]3(C)[C@H](O)C[C@H]4C(C)(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]21C,-66.39628601074219,1.3377530574798584
UNPD_subset_A_7739,UNPD-A,COC1=C[C@@H](C)[C@@H]2C[C@H]3OC(=O)C=C4C(C)C(OC)C(=O)C([C@@]2(C)[C@H]1OC)[C@]43C,-7.131902694702148,13.474146842956543
UNPD_subset_A_7740,UNPD-A,Cc1nc(=N)c2[nH]cnc2[nH]1,-24.4609317779541,-16.63921546936035
UNPD_subset_A_7728,UNPD-A,O=C(O)c1cc(=O)c2c(C(=O)c3ccc(O)c(O)c3)ccc(O)c2[nH]1,30.6435604095459,-19.92645835876465
UNPD_subset_A_7713,UNPD-A,CN1[C@H]2O[C@]3(c4cc5c(cc4C[C@@H]13)OCO5)[C@H](O)c1ccc3c(c12)OCO3,7.279291152954102,-49.094970703125
UNPD_subset_A_7712,UNPD-A,COc1ccc2c(ccc3c(-c4c(O)cc(OC)c5c4ccc4cc(O)ccc45)c(O)cc(OC)c32)c1,8.287057876586914,-60.36103820800781
UNPD_subset_A_7711,UNPD-A,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C4=CC[C@H]5C(C)(C)[C@@H](O)C[C@H](O)[C@]5(C)C4=CC[C@@]3(C)[C@H]12,-42.25381088256836,12.92011833190918
UNPD_subset_A_7684,UNPD-A,CC(C)c1cc2c(cc1O)C(=O)C(=O)C1C(C)(C)CCC[C@]21C,-28.680837631225586,-27.026897430419922
UNPD_subset_A_7685,UNPD-A,COC(=O)c1cc(OC)c(O)c(OC)c1,23.985836029052734,-17.34100341796875
UNPD_subset_A_7686,UNPD-A,COc1cc(O)c2c(=O)cc(-c3cc(O)c(OC)c(O)c3)oc2c1,75.20711517333984,-17.969707489013672
UNPD_subset_A_7687,UNPD-A,CC(=O)c1c(O)cc2c(c1C)C(=O)c1c(O)cc(O)cc1C2=O,-0.7172394394874573,-51.18808364868164
UNPD_subset_A_7688,UNPD-A,Cc1ccco1,9.523552894592285,-2.6827189922332764
UNPD_subset_A_7689,UNPD-A,COc1cc2c(=O)c3ccccc3oc2c(OC)c1O,47.76819610595703,-49.89752960205078
UNPD_subset_A_7690,UNPD-A,COC(=O)c1c(OC)cc(OC)cc1OC(=O)c1cc(OC)c(OC)c(OC)c1,24.585735321044922,-17.831209182739258
UNPD_subset_A_7691,UNPD-A,C[C@@H]1C[C@]23C[C@H]1CC[C@H]2[C@]1(C(=O)O)CC[C@H](O)[C@@](C)(C(=O)O)[C@H]1C3C(=O)O,-53.25543975830078,-2.4706149101257324
UNPD_subset_A_7692,UNPD-A,CC(=O)O[C@H]1C[C@@H](O)C(C)(C)[C@@H]2C[C@@H](OC(C)=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C5O[C@@]534)[C@@]12C,-69.52484893798828,-16.201513290405273
UNPD_subset_A_7693,UNPD-A,COc1c(O)ccc2c(O)c3c(c(O)c12)C(=O)C=C(C)C3=O,-9.129105567932129,-53.680999755859375
UNPD_subset_A_7694,UNPD-A,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,68.6221923828125,-21.15674591064453
UNPD_subset_A_7695,UNPD-A,COc1cc(O)c2c(c1C)[C@](C)([C@@H](C)O)OC2=O,-21.898042678833008,13.030866622924805
UNPD_subset_A_7696,UNPD-A,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1O,54.205116271972656,-46.922569274902344
UNPD_subset_A_7697,UNPD-A,COc1ccc([C@@H]2CC(=O)c3c(OC)cc(OC)cc3O2)cc1,37.514034271240234,-67.08318328857422
UNPD_subset_A_7698,UNPD-A,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H]2C[C@H](C)C[C@]34[C@@H]2CCCN3CCC[C@H]14,-40.16669845581055,-1.8023086786270142
UNPD_subset_A_7699,UNPD-A,CC(=O)O[C@H]1CO[C@@H](O[C@H]2[C@H](OC(C)=O)C[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@H]1O,46.01089859008789,61.51963424682617
UNPD_subset_A_7700,UNPD-A,CC1C(=O)OC[C@H]1O,-29.643905639648438,-16.493486404418945
UNPD_subset_A_7701,UNPD-A,COc1ccc2c(c1O)N(C(C)=O)[C@@H]1[C@@H]3[C@@H](O)OCC=C4CN5CC[C@]21[C@@H]5C[C@@H]43,-57.8735466003418,-48.0721435546875
UNPD_subset_A_7702,UNPD-A,COC1=C(C)C2C[C@H](O)O[C@@H]3C[C@H]4C=CC(OC)C(=O)[C@]4(C)C(C1=O)[C@]23C,-8.717577934265137,-7.724878787994385
UNPD_subset_A_7703,UNPD-A,CNC(=O)C(=O)NC,-9.684837341308594,0.49299097061157227
UNPD_subset_A_7704,UNPD-A,O=C1C[C@H](c2ccc(O)c(O)c2)c2c(cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@H](O)[C@H]3c2c(O)cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@@H](O)C3)O1,20.25102424621582,-70.79730224609375
UNPD_subset_A_7705,UNPD-A,COc1ccc([C@@H]2COc3c(cc(O)c(OC)c3O)C2)c(O)c1OC,23.19590187072754,-39.979312896728516
UNPD_subset_A_7706,UNPD-A,CO[C@H]1[C@H](OC)c2ccc3occc3c2O[C@H]1c1ccccc1,34.3613395690918,-28.02177619934082
UNPD_subset_A_7707,UNPD-A,CC1=CC[C@H](C(C)C)[C@@H]2[C@H]1[C@H]1C[C@](C)(O)C(=O)C[C@@H](O)[C@@](C)(O)[C@@H]2O1,-20.84589958190918,13.760656356811523
UNPD_subset_A_7708,UNPD-A,Cn1c2c(c3ccccc31)CCN1C[C@@H]3COC(=O)C=CC3C[C@@H]21,-4.1068644523620605,-8.111278533935547
UNPD_subset_A_7709,UNPD-A,COc1cc2c(cc1OC)[C@@H]1O[C@H](OC)c3c(ccc(OC)c3OC)[C@H]1N(C)CC2,-18.804014205932617,-64.1310043334961
UNPD_subset_A_7710,UNPD-A,CC1(C)C=Cc2c(ccc3c2N[C@@]2(O[C@@H](O)[C@@]45NC(=O)[C@]6(CCCN6C4=O)C[C@H]5C2(C)C)C3=O)O1,29.674057006835938,-42.507877349853516
UNPD_subset_A_7741,UNPD-A,CC(=O)O[C@H]1[C@H](OC(=O)c2ccccc2)[C@@]2(C)[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]2(OC3(C)C)[C@@](C)(O)[C@H]1OC(C)=O,28.737579345703125,6.851733207702637
UNPD_subset_A_7923,UNPD-A,CC1C2C(=O)C(=O)C3C(=O)[C@]4(C[C@@H]4C)C(=O)C(O)C3[C@@]2(C)CC[C@H]1C,-13.927216529846191,22.306814193725586
UNPD_subset_A_7742,UNPD-A,Cn1c(=O)[nH]c(=O)c2ncc(=O)[nH]c21,-61.6341438293457,-24.00838851928711
UNPD_subset_A_7744,UNPD-A,CN[C@H]1CC=C2CC3=CC[C@]4(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]4(C)[C@@H]3CC[C@H]2C1(C)C,-33.784324645996094,40.867488861083984
UNPD_subset_A_7776,UNPD-A,COc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc12,60.99491500854492,-44.80978012084961
UNPD_subset_A_7777,UNPD-A,CC(C)C(=O)C(N)=O,1.1062370538711548,-0.4908514618873596
UNPD_subset_A_7778,UNPD-A,COc1c(O)cc2ccc3cc(O)c(O)cc3c2c1OC,6.787332534790039,-62.87118148803711
UNPD_subset_A_7779,UNPD-A,COc1cc(O)ccc1-c1oc2c(O)c(OC)ccc2c(=O)c1OC,58.59714889526367,-42.38938903808594
UNPD_subset_A_7780,UNPD-A,CC(=O)O[C@H]1C[C@@H]2C(C)(C)OC(=O)C=C[C@@]2(C)[C@@H]2CC[C@@]3(C)C(=CC[C@@H]3[C@@H]3CO[C@@H](C(C)(C)O)[C@H](O)C3)[C@@]12C,-4.2790446281433105,1.7001514434814453
UNPD_subset_A_7781,UNPD-A,CC1C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)CCC(=O)[C@]6(C)[C@H]4CC[C@]23C)C[C@@H]1C,-33.56907272338867,33.5225715637207
UNPD_subset_A_7782,UNPD-A,COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1NCCc3cc(OC)c4c(c31)Oc1cc3c(cc1O4)CCN(C)[C@@H]3C2,-35.58837890625,-68.13448333740234
UNPD_subset_A_7783,UNPD-A,COC(=O)C1C=N[C@@H]2OC[C@]3(O)C=C[C@H]1[C@H]23,-42.56494903564453,-19.06893539428711
UNPD_subset_A_7784,UNPD-A,C[C@]1(C(=O)O)CCC[C@]2(C)c3ccc4c(c(=O)c3CC[C@@H]12)COC4O,-22.520078659057617,-3.154705762863159
UNPD_subset_A_7785,UNPD-A,O[C@@]12C=C[C@H]3CCO[C@H](OC1)[C@H]32,-18.503976821899414,30.989398956298828
UNPD_subset_A_7786,UNPD-A,COc1ccc2oc3ccccc3c(=O)c2c1O,53.74705123901367,-47.030799865722656
UNPD_subset_A_7787,UNPD-A,C[C@H]1c2ccoc2C[C@H]2[C@H]1C[C@@H](O)[C@@]1(O)C(C)(C)CCC[C@]21C,-14.277876853942871,-16.93332862854004
UNPD_subset_A_7775,UNPD-A,CC(C)C1C(=O)C[C@H]2[C@]3(C)CC=C4[C@H](CC[C@H]5C(C)(C)CCC[C@]45C)[C@@]3(C)CC[C@]12C,-66.09490966796875,19.472118377685547
UNPD_subset_A_7788,UNPD-A,CC(=O)O[C@H]1[C@@H](OC(C)=O)C(C)(C)[C@]2(O)CCC3C(=O)c4ccoc4C[C@@H]3[C@@]2(C)[C@H]1OC(C)=O,-18.181713104248047,5.290953636169434
UNPD_subset_A_7790,UNPD-A,CC(=O)O[C@@H]1C/C(C)=C/CCC(C)CC(=O)Cc2cc(oc2O)[C@@H]1C(C)C,5.591095924377441,15.032443046569824
UNPD_subset_A_7791,UNPD-A,O=C1C(=O)C(c2ccc(O)c(O)c2)C(O)C1c1ccc(O)cc1,-1.4596869945526123,-9.080974578857422
UNPD_subset_A_7792,UNPD-A,C[C@]1(C(=O)O)CCC[C@]2(C)c3ccccc3CC[C@@H]12,-22.322816848754883,-3.2204692363739014
UNPD_subset_A_7793,UNPD-A,CO[C@H]1CC(=O)[C@]2(C)[C@H]3CC[C@]4(C)[C@](O)([C@@](C)(O)[C@H]5C=C(C)C(C)C(=O)O5)[C@@H](O)C[C@@]4(O)[C@@H]3C[C@H]3O[C@]32C1,27.295774459838867,-18.389604568481445
UNPD_subset_A_7794,UNPD-A,O=C(O)C1Cc2c([nH]c3ccccc23)[C@@]2(C(=O)O)CCC(=O)N12,-24.877880096435547,-41.32408905029297
UNPD_subset_A_7795,UNPD-A,C[C@@]12C[C@@H](c3ccoc3)OC(=O)C1C[C@H]1OC(=O)C3C[C@H](O)C[C@@H]2[C@@H]31,-13.10084342956543,-15.507296562194824
UNPD_subset_A_7796,UNPD-A,O=C(O[C@@H]1Cc2c(O)cc3c(c2O[C@@H]1c1cc(O)c(O)c(O)c1)[C@H]1c2c(O)cc(O)cc2O[C@@](c2cc(O)c(O)c(O)c2)(O3)[C@@H]1O)c1cc(O)c(O)c(O)c1,22.784645080566406,-74.67195892333984
UNPD_subset_A_7797,UNPD-A,COc1cc(O)ccc1C1=COc2cc(O)ccc2C1,2.6717190742492676,-66.60144805908203
UNPD_subset_A_7798,UNPD-A,O=C1OCc2cc3cc4c(cc3c(-c3ccc5c(c3)OCO5)c21)OCO4,1.3515971899032593,-60.72554016113281
UNPD_subset_A_7799,UNPD-A,C[C@H]1[C@H](O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C(=O)O)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C,-55.38016891479492,35.739078521728516
UNPD_subset_A_7800,UNPD-A,COC1Oc2ccccc2-c2c1oc1cc(O)c(C)c(O)c1c2=O,53.914005279541016,-40.754642486572266
UNPD_subset_A_7801,UNPD-A,CC1(C)O[C@H]2CC(=O)OC[C@@]23C1C(=O)C(=O)[C@]1(C)[C@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)C3O[C@]321,-69.52537536621094,-14.947192192077637
UNPD_subset_A_7789,UNPD-A,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)[C@@]12C,23.285358428955078,-27.879613876342773
UNPD_subset_A_7774,UNPD-A,COc1cc2c(cc1OC)[C@@H](C)N1CCc3cc(OC)c(OC)cc3[C@@H]1C2,-16.394346237182617,-62.22329330444336
UNPD_subset_A_7773,UNPD-A,COc1ccc(-c2coc3cc(OC)c(OC)c(OC)c3c2=O)cc1,43.505401611328125,-37.89448165893555
UNPD_subset_A_7772,UNPD-A,C[C@@]1(O)[C@@H]2CC[C@@](C)(O)[C@@H]2/C=C/CC[C@@](C)(O)[C@@H]2C[C@H]21,8.978248596191406,34.413570404052734
UNPD_subset_A_7745,UNPD-A,Oc1cc(O)cc(Oc2c(O)cc(O)cc2Oc2c(O)c(-c3c(O)cc(O)cc3O)c(O)c(-c3c(O)cc(O)cc3O)c2O)c1,8.951904296875,-80.94490814208984
UNPD_subset_A_7746,UNPD-A,O=C(O)c1cc(O)c(O)c(Oc2cc(C(=O)O[C@H]3[C@H](OC(=O)c4cc(O)c(O)c(O)c4)O[C@@H]4COC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]4[C@@H]3OC(=O)c3cc(O)c(O)c(O)c3)c(O)c(O)c2O)c1,-0.7944194674491882,-82.83067321777344
UNPD_subset_A_7747,UNPD-A,CO[C@@H]1[C@@H](O)[C@H]2c3cc4c(cc3CN3CC=C([C@H]1O)[C@H]23)OCO4,-12.970037460327148,-57.51942443847656
UNPD_subset_A_7748,UNPD-A,Oc1cc(O)c(Oc2cc(O)c(Oc3cc(O)c(O)c(O)c3Oc3cc(O)c(Oc4cc(O)c(O)c(O)c4Oc4cc(O)c(Oc5cc(O)c(O)c(O)c5Oc5cc(O)c(Oc6cc(O)c(O)c(O)c6Oc6cc(O)c(Oc7cc(O)c(O)c(O)c7Oc7cc(O)c(Oc8cc(O)c(O)c(O)c8Oc8cc(O)c(O)c(O)c8)c(O)c7)c(O)c6)c(O)c5)c(O)c4)c(O)c3)c(O)c2)c(O)c1,11.16321849822998,-81.14268493652344
UNPD_subset_A_7749,UNPD-A,CC1=Cc2c(c3c(c4c(-c5ccccc5)cc(=O)oc24)O[C@H]2[C@@H]3C2(C)C)O[C@@H]1C,2.5317680835723877,-19.166465759277344
UNPD_subset_A_7750,UNPD-A,COC(=O)c1cc(OC)c2occc2c1,24.073612213134766,-17.451446533203125
UNPD_subset_A_7751,UNPD-A,CC(=O)O[C@@H]1C=CC2C(=O)OC[C@]23C=CC2C(=O)O[C@@H](c4ccoc4)[C@H](O)[C@]2(C)[C@@H]13,-16.724990844726562,6.98148775100708
UNPD_subset_A_7752,UNPD-A,COC(=O)c1cccc2nc3c(C(O)OC)cccc3nc12,6.66941499710083,-40.15185546875
UNPD_subset_A_7753,UNPD-A,CC(=O)Oc1cc(OC(C)=O)cc(Oc2c(OC(C)=O)cc(O)cc2OC(C)=O)c1,16.116609573364258,-85.98594665527344
UNPD_subset_A_7754,UNPD-A,COc1cc(Br)c(OC)c(Br)c1,9.543160438537598,10.085162162780762
UNPD_subset_A_7755,UNPD-A,O=c1c(-c2c(O)c(O)cc3c2O[C@H](c2ccc(O)c(O)c2)CC3O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)cc12,52.77748489379883,-32.6393928527832
UNPD_subset_A_7756,UNPD-A,CC1(C)O[C@@]23[C@@H]1CCC[C@]2(C)CCC[C@@]3(C)O,-11.686506271362305,12.085653305053711
UNPD_subset_A_7757,UNPD-A,Cc1cc(O)c2c(c1)C(=O)c1cc(O)c(Cl)c(O)c1C2=O,-3.3726112842559814,-49.123992919921875
UNPD_subset_A_7758,UNPD-A,O=C(O)c1cc2c([nH]c3ccccc32)c(=O)c(-c2c[nH]c3ccccc23)n1,-34.90579605102539,-36.91746520996094
UNPD_subset_A_7759,UNPD-A,C[C@@H]1CC[C@@H](C(C)(C)O)C2=CC(C(=O)O)CC[C@H]21,-58.53598403930664,-2.4846558570861816
UNPD_subset_A_7760,UNPD-A,COC(=O)[C@@]1(C)[C@@H]2CC[C@]3(C)[C@H](CC=C4[C@H]5[C@](C(=O)O)(CC[C@@H](C)[C@@]5(C)O)CC[C@]43C)[C@@]2(C)C[C@@H](O)[C@@H]1O,47.86150360107422,68.79694366455078
UNPD_subset_A_7761,UNPD-A,O=C1C=C[C@]2(C[C@H](O)[C@@H](c3ccccc3)O2)O1,-38.90302276611328,-14.057767868041992
UNPD_subset_A_7762,UNPD-A,CO[C@@H]1OC[C@H]2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]21,-52.61569595336914,21.746660232543945
UNPD_subset_A_7763,UNPD-A,COc1ccc(-c2cc3c(c(=O)o2)C[C@H]2[C@@](C)(CC[C@@]4(O)C(C)(C)C(=O)CC[C@]24C)O3)cc1,58.142452239990234,-22.583824157714844
UNPD_subset_A_7764,UNPD-A,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)c1ccc(O)cc1)C2,14.951598167419434,-14.393691062927246
UNPD_subset_A_7765,UNPD-A,CC(=O)O[C@H]1C[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccoc1,27.321989059448242,4.223927021026611
UNPD_subset_A_7766,UNPD-A,COc1cc2c(c(O)c1OC)-c1c(cc(OC)c(OC)c1OC)[C@H](OC(=O)c1ccccc1)[C@@H](C)[C@@](C)(O)[C@H]2OC(C)=O,-14.987759590148926,-77.43380737304688
UNPD_subset_A_7767,UNPD-A,C[C@@H]1[C@@H](c2ccc3c(c2)OCO3)c2cc3c(cc2[C@H](O)[C@H]1C)OCO3,10.45543384552002,-48.35538864135742
UNPD_subset_A_7768,UNPD-A,CC(=O)O[C@@H]1Cc2c(cc3occc3c2C)[C@@]2(C)CCCC(C)(C)[C@H]12,-25.374664306640625,-30.369243621826172
UNPD_subset_A_7769,UNPD-A,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c12,59.42709732055664,-34.27564239501953
UNPD_subset_A_7770,UNPD-A,COc1ccc2c(c1O)C(=O)C(=O)C(C)C2=O,-35.19988250732422,-56.60195541381836
UNPD_subset_A_7771,UNPD-A,C[C@]12CC[C@@]34COC(=O)C3CC(=O)C[C@@H]4[C@@]1(C)C[C@H](c1ccoc1)O2,-6.198324680328369,-4.505329608917236
UNPD_subset_A_7743,UNPD-A,Oc1cc(O)c(Oc2cc(O)c(Oc3cc(O)c(Oc4cc(O)c(O)c(O)c4)c(O)c3)c(O)c2)c(O)c1,10.226560592651367,-80.05364227294922
UNPD_subset_A_7924,UNPD-A,O=C1CCCC2=C3CCCN4CCC[C@@H](CN12)[C@@H]34,-29.740068435668945,-14.802263259887695
UNPD_subset_A_7925,UNPD-A,CC(=O)OC1=CC(=O)C(=O)C(C)CC(C)(C)C(C)C1,-5.9611663818359375,14.217644691467285
UNPD_subset_A_7926,UNPD-A,COc1cc2cc3c1O[C@@H](CCCC2)CCc1ccc(O)c-3c1,-43.56523895263672,-59.24313735961914
UNPD_subset_A_8080,UNPD-A,c1ccc2c(c1)[nH]c1c2ccc2c3ccccc3[nH]c21,-21.799381256103516,-43.019325256347656
UNPD_subset_A_8081,UNPD-A,O=CCc1ccc(O)c(O)c1,44.525733947753906,19.589771270751953
UNPD_subset_A_8082,UNPD-A,c1ccc2c(c1)N[C@@H]1CC[C@H]3[C@@H]4CCO[C@@]35N(CC4)CC[C@@]215,-6.021641731262207,-9.35696792602539
UNPD_subset_A_8083,UNPD-A,O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H]1[C@H](O)C[C@@H]2O,59.53009796142578,18.189876556396484
UNPD_subset_A_8084,UNPD-A,C=COC(=O)C=Cc1ccc(O)c(O)c1,55.30228042602539,11.418612480163574
UNPD_subset_A_8085,UNPD-A,O=c1c2cccc(O)c2nc2n1CCc1c-2[nH]c2ccccc12,-30.3067569732666,-50.113548278808594
UNPD_subset_A_8086,UNPD-A,ON=C(CCc1ccccc1)c1ccccc1,36.20921325683594,23.766740798950195
UNPD_subset_A_8087,UNPD-A,C(#Cc1cccs1)/C=C/c1ccco1,-32.39496612548828,69.07669067382812
UNPD_subset_A_8088,UNPD-A,C=CC#CC#CC1=CC=C(C#CCO)SS1,-26.90089225769043,68.35173034667969
UNPD_subset_A_8089,UNPD-A,Oc1ccc(CC[C@@H](O)C[C@@H](O)/C=C/c2ccccc2)cc1,35.164344787597656,22.30008888244629
UNPD_subset_A_8090,UNPD-A,O=C(O)C1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)O[C@H](C(=O)O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,77.81034088134766,-14.44041919708252
UNPD_subset_A_8091,UNPD-A,C=C[C@@H]1[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2OC(=O)c2cc(O)cc(O)c2-c2cccc(O)c2)OC=C2C(=O)OCC[C@H]21,18.783145904541016,26.489070892333984
UNPD_subset_A_8079,UNPD-A,O=C1C=CC(=O)c2ccccc21,-7.773993968963623,-44.07334518432617
UNPD_subset_A_8092,UNPD-A,O=C(O)C[C@H](c1ccc(O)cc1)c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(C=Cc2ccc(O)cc2)oc1=O,49.48339080810547,1.148954153060913
UNPD_subset_A_8094,UNPD-A,C=c1cc(O)c(=C)cc1O,5.205160140991211,3.751146078109741
UNPD_subset_A_8095,UNPD-A,N#C[C@H](O)Cc1ccccc1,9.499059677124023,16.429656982421875
UNPD_subset_A_8096,UNPD-A,OC[C@@H](O)[C@@H](O)Cc1cnc(/C=C/[C@H](O)CO)cn1,6.424359321594238,-0.5572997331619263
UNPD_subset_A_8097,UNPD-A,Oc1ccc(CCCCCCCCCCCCc2ccccc2)cc1O,41.64830780029297,22.254579544067383
UNPD_subset_A_8098,UNPD-A,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,41.4787483215332,-37.16510772705078
UNPD_subset_A_8099,UNPD-A,O=c1c(O)c(-c2ccccc2)oc2c(O)c(O)c(O)c(O)c12,63.3437385559082,-41.39397048950195
UNPD_subset_A_8100,UNPD-A,O=C(C=Cc1ccc(O)cc1O)c1ccccc1,59.45006561279297,4.181063175201416
UNPD_subset_A_8101,UNPD-A,C=CCCC(=NOS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-27.254859924316406,50.08030700683594
UNPD_subset_A_8102,UNPD-A,O=C(O)C(C=Cc1ccc(O)c(O)c1)=CCc1ccc(O)c(O)c1,44.68184280395508,19.53046226501465
UNPD_subset_A_8103,UNPD-A,O=C(O)c1cc(-c2c(C(=O)O)c(C(O)O)cc3cc(O)c(O)cc23)cc(=O)o1,34.39076614379883,-21.644502639770508
UNPD_subset_A_8104,UNPD-A,C=CCCCC/C=C\C#CCCCCCCC1C[C@@H](CO)OC1=O,-6.723851203918457,73.77188110351562
UNPD_subset_A_8105,UNPD-A,O=C(c1ccccc1)c1c(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,42.01411437988281,-13.59689712524414
UNPD_subset_A_8093,UNPD-A,O=C(CCC(=O)c1ccc(O)c(O)c1)Cc1ccc(O)c(O)c1,22.155536651611328,-12.022265434265137
UNPD_subset_A_8078,UNPD-A,OCCC#CC#CCCO,-13.69051742553711,76.03730010986328
UNPD_subset_A_8077,UNPD-A,OC[C@@]12OC[C@@H](O)[C@@H](O1)[C@@H](O)[C@@H]2O,-4.18140983581543,12.796085357666016
UNPD_subset_A_8076,UNPD-A,Oc1cc(O)c2c(O)c3c(O)c(C4=CCCO4)c(O)cc3c(O)c2c1,65.24161529541016,26.604801177978516
UNPD_subset_A_8049,UNPD-A,O=C1CC[C@H](O)[C@H]2C1C[C@@]13SS[C@]4(C[C@H]5[C@@H]([C@@H](O)CC[C@@H]5O)N4C1=O)C(=O)N23,-42.06996154785156,22.366647720336914
UNPD_subset_A_8050,UNPD-A,O=C1CC(=O)c2c(O)cc(O)c(O)c2C1=O,-3.1553103923797607,-39.644081115722656
UNPD_subset_A_8051,UNPD-A,O=C(O)c1c(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)cc1O,42.20914077758789,-13.33743667602539
